iter	Logloss
0	0.6235364498
1	0.5756392233
2	0.5288964216
3	0.4791358129
4	0.4392965951
5	0.4106512584
6	0.3724259683
7	0.3471206819
8	0.3260155759
9	0.3001246578
10	0.2808410054
11	0.2644600231
12	0.2521355937
13	0.2400849864
14	0.2263477333
15	0.2110011277
16	0.2030896897
17	0.1935272198
18	0.184088412
19	0.1774835008
20	0.1673106139
21	0.1572108364
22	0.1506326296
23	0.1435607231
24	0.1371022902
25	0.1332532956
26	0.1287495487
27	0.1246512221
28	0.1214157531
29	0.1171461115
30	0.1128112939
31	0.1092294502
32	0.1056123719
33	0.1031590559
34	0.0994724625
35	0.09636523499
36	0.09269267603
37	0.09018787927
38	0.08740325699
39	0.0851969324
40	0.08286657488
41	0.08093791551
42	0.07891709911
43	0.07596779113
44	0.07379556666
45	0.07123555888
46	0.06937716606
47	0.06773194356
48	0.06628126161
49	0.06475501777
50	0.06378509276
51	0.06262211684
52	0.06090024709
53	0.05912190996
54	0.05777135512
55	0.05662774714
56	0.05542195052
57	0.05359235159
58	0.05248431837
59	0.05144696865
60	0.05043326524
61	0.04932729108
62	0.04812974356
63	0.0474380092
64	0.04663759255
65	0.04582900658
66	0.04488872384
67	0.04391240488
68	0.04313033123
69	0.04248733636
70	0.04153553219
71	0.04078420501
72	0.0399604856
73	0.03899873864
74	0.03825884778
75	0.03775418397
76	0.03702930689
77	0.03645075634
78	0.03583241084
79	0.03528944771
80	0.03468022137
81	0.03421621874
82	0.03358411218
83	0.03304027987
84	0.032451828
85	0.031917664
86	0.03150691167
87	0.03107054608
88	0.03051652486
89	0.03000960986
90	0.02957640069
91	0.02926866453
92	0.02885207977
93	0.02848888944
94	0.02811316915
95	0.02763572826
96	0.02723639149
97	0.02679517999
98	0.02648619604
99	0.02614670697
100	0.02571054118
101	0.02535644523
102	0.02495448861
103	0.02455198652
104	0.02421139196
105	0.02381811389
106	0.02343084434
107	0.02307776281
108	0.02272431435
109	0.02251232934
110	0.02221594518
111	0.02202414704
112	0.02172374984
113	0.02137438738
114	0.0211334207
115	0.0209438339
116	0.02069702651
117	0.02042877625
118	0.02027263452
119	0.01996244468
120	0.01974607694
121	0.01955399904
122	0.01940121944
123	0.01915074901
124	0.01897982653
125	0.01870259774
126	0.01846743378
127	0.01821615526
128	0.01800931117
129	0.01780505619
130	0.01754618285
131	0.01742775455
132	0.01723664952
133	0.01704226027
134	0.01691839205
135	0.01669329889
136	0.01651166841
137	0.0162892893
138	0.01615078451
139	0.0160206114
140	0.01588735184
141	0.0157221686
142	0.01559851955
143	0.01547191232
144	0.01534587091
145	0.01522728679
146	0.01513898833
147	0.01498396271
148	0.0148994987
149	0.01478916809
150	0.01468116196
151	0.01458125906
152	0.01450116099
153	0.01440326901
154	0.01430662637
155	0.01421222279
156	0.01413644529
157	0.01400440415
158	0.01386717629
159	0.0137774198
160	0.0136467296
161	0.01356036398
162	0.01343402044
163	0.01336629746
164	0.01327094881
165	0.01314926544
166	0.01303048533
167	0.01291776615
168	0.01284006395
169	0.01276372186
170	0.0126745126
171	0.01261377167
172	0.01250445373
173	0.0124316828
174	0.01235970176
175	0.01225514439
176	0.01215110193
177	0.01208202354
178	0.01201407383
179	0.01191299229
180	0.0118598975
181	0.01179449922
182	0.01172991187
183	0.0116334872
184	0.01153860985
185	0.01144578222
186	0.01135540838
187	0.01129494863
188	0.0112067523
189	0.01114826951
190	0.01106245855
191	0.0109787417
192	0.01092194018
193	0.01086656595
194	0.0108113386
195	0.01075700766
196	0.01070397997
197	0.01062490231
198	0.01054723984
199	0.01047087033
200	0.01039369869
201	0.01034334306
202	0.01026975723
203	0.01019730023
204	0.01012614727
205	0.01007810888
206	0.01004004118
207	0.009993309637
208	0.009922814371
209	0.009849230913
210	0.009813184101
211	0.009747214288
212	0.009711330111
213	0.009648391191
214	0.009613814731
215	0.009579275865
216	0.009516287814
217	0.009469034423
218	0.009435613654
219	0.009402365938
220	0.009369094818
221	0.009308710735
222	0.00927637514
223	0.009244416168
224	0.00918583971
225	0.009153835239
226	0.00909658203
227	0.009040108084
228	0.009009688622
229	0.008952233404
230	0.008891389791
231	0.008862091244
232	0.008821148998
233	0.008767553955
234	0.008738764628
235	0.008697516312
236	0.008669345128
237	0.00861775429
238	0.008566733471
239	0.008528108695
240	0.008490426826
241	0.008440856189
242	0.008403574902
243	0.00835478147
244	0.008306971284
245	0.008280868602
246	0.008255493324
247	0.008202393064
248	0.008156438265
249	0.008125164147
250	0.008100565064
251	0.008076350923
252	0.008052089878
253	0.00802787301
254	0.008003872273
255	0.007960166297
256	0.007917145304
257	0.007874038129
258	0.007832614648
259	0.007800326744
260	0.007758781534
261	0.007711416124
262	0.007689491942
263	0.007648891536
264	0.007609208335
265	0.007587158822
266	0.007546030584
267	0.007507242643
268	0.007463153278
269	0.00742496359
270	0.007404439633
271	0.007384106786
272	0.007358777683
273	0.007338637202
274	0.00731866887
275	0.007294761865
276	0.007269201528
277	0.007249478837
278	0.007213538563
279	0.007178146747
280	0.007140388817
281	0.007113822483
282	0.007078796147
283	0.007044611923
284	0.007010893488
285	0.006992749631
286	0.006970390055
287	0.006952269163
288	0.006919235542
289	0.00688645481
290	0.006863697112
291	0.006841154684
292	0.006823498849
293	0.006806140162
294	0.006783919075
295	0.006751979583
296	0.006731965663
297	0.00671524554
298	0.006695041002
299	0.006674529393
300	0.006658048481
301	0.00664162557
302	0.006621801579
303	0.006601661606
304	0.006582202195
305	0.006551973194
306	0.006522798319
307	0.006503276437
308	0.006473861194
309	0.006454542237
310	0.00642578477
311	0.006405963102
312	0.006387427675
313	0.006359384545
314	0.006344228707
315	0.006316731026
316	0.006288981975
317	0.006271383527
318	0.006256748333
319	0.006230785017
320	0.006204265301
321	0.006186394154
322	0.00617215265
323	0.006146317141
324	0.006129663652
325	0.006103372744
326	0.006086207632
327	0.006068330341
328	0.00605057661
329	0.006033084085
330	0.006016885548
331	0.006003398635
332	0.005990145383
333	0.005965608153
334	0.005949443744
335	0.00592518749
336	0.005912238631
337	0.005896329446
338	0.005872509141
339	0.005855864391
340	0.005843113664
341	0.005826683094
342	0.005803033275
343	0.005779866164
344	0.005763908337
345	0.005741160746
346	0.005728839618
347	0.005714057663
348	0.005702014439
349	0.005680168658
350	0.005657875987
351	0.005635946592
352	0.005622105266
353	0.005608183446
354	0.005594658568
355	0.005580139149
356	0.005568384781
357	0.005553797294
358	0.005540169002
359	0.005519235339
360	0.005505616526
361	0.005492354996
362	0.005472396837
363	0.005456104059
364	0.005435336014
365	0.005421969064
366	0.005409958357
367	0.005397463686
368	0.005383403388
369	0.005363172573
370	0.00534991784
371	0.005336661393
372	0.005326239834
373	0.005306306481
374	0.005287177484
375	0.005274289876
376	0.005261774546
377	0.00524244444
378	0.005232495893
379	0.005221202241
380	0.005202284279
381	0.005187513252
382	0.005177573296
383	0.005165334875
384	0.005155412691
385	0.005136974068
386	0.005119109176
387	0.005109332944
388	0.005091266267
389	0.005079680752
390	0.005067757027
391	0.005050316096
392	0.005040741515
393	0.00502966612
394	0.005012627154
395	0.005001577437
396	0.004991205304
397	0.00498045199
398	0.004969020894
399	0.004957902528
400	0.004947305529
401	0.00493829206
402	0.004921263645
403	0.004911415418
404	0.004900778456
405	0.004890038577
406	0.004874139461
407	0.004857942377
408	0.004849317244
409	0.00483321062
410	0.004822971433
411	0.004812318939
412	0.004802214137
413	0.004786193693
414	0.00477527345
415	0.004765492776
416	0.004755394106
417	0.004745443991
418	0.00473510336
419	0.004720179
420	0.004705271079
421	0.004689996758
422	0.004680417612
423	0.00466516526
424	0.004649877903
425	0.004640704291
426	0.004631817452
427	0.004622400821
428	0.004612344487
429	0.004603015379
430	0.004591520275
431	0.004579924387
432	0.004570545346
433	0.004562725784
434	0.00454816853
435	0.004538715945
436	0.00452989551
437	0.004522350205
438	0.004508751262
439	0.004499308992
440	0.00448519217
441	0.004476560866
442	0.004462677869
443	0.004453363056
444	0.004444899345
445	0.004436269356
446	0.004427913321
447	0.004418978336
448	0.004405817158
449	0.00439284085
450	0.004384234573
451	0.004375940525
452	0.004363353517
453	0.00435504724
454	0.004347824619
455	0.004339576486
456	0.004331149409
457	0.004322961617
458	0.004314959799
459	0.004306634729
460	0.004294520057
461	0.004286595516
462	0.004274233044
463	0.004266433574
464	0.004258219198
465	0.004250505431
466	0.004242062465
